"WSNAME","YEAR","MONTHNUM","FILENAME"
"Midhega Tola Ija Dika",2023,12,"Midhega_Tola_Ija_Dika__83_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2017,4,"Midhega_Tola_Ije_Gombe__3_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2017,6,"Midhega_Tola_Ije_Gombe__5_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2017,10,"Midhega_Tola_Ije_Gombe__9_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2017,11,"Midhega_Tola_Ije_Gombe__10_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2017,12,"Midhega_Tola_Ije_Gombe__11_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2018,4,"Midhega_Tola_Ije_Gombe__15_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2018,6,"Midhega_Tola_Ije_Gombe__17_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2018,10,"Midhega_Tola_Ije_Gombe__21_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2018,11,"Midhega_Tola_Ije_Gombe__22_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2018,12,"Midhega_Tola_Ije_Gombe__23_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2019,4,"Midhega_Tola_Ije_Gombe__27_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2019,6,"Midhega_Tola_Ije_Gombe__29_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2019,10,"Midhega_Tola_Ije_Gombe__33_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2019,11,"Midhega_Tola_Ije_Gombe__34_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2019,12,"Midhega_Tola_Ije_Gombe__35_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2020,4,"Midhega_Tola_Ije_Gombe__39_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2020,6,"Midhega_Tola_Ije_Gombe__41_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2020,10,"Midhega_Tola_Ije_Gombe__45_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2020,11,"Midhega_Tola_Ije_Gombe__46_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2020,12,"Midhega_Tola_Ije_Gombe__47_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2021,4,"Midhega_Tola_Ije_Gombe__51_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2021,6,"Midhega_Tola_Ije_Gombe__53_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2021,10,"Midhega_Tola_Ije_Gombe__57_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2021,11,"Midhega_Tola_Ije_Gombe__58_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2021,12,"Midhega_Tola_Ije_Gombe__59_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2022,4,"Midhega_Tola_Ije_Gombe__63_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2022,6,"Midhega_Tola_Ije_Gombe__65_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2022,10,"Midhega_Tola_Ije_Gombe__69_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2022,11,"Midhega_Tola_Ije_Gombe__70_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2022,12,"Midhega_Tola_Ije_Gombe__71_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2023,4,"Midhega_Tola_Ije_Gombe__75_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2023,6,"Midhega_Tola_Ije_Gombe__77_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2023,10,"Midhega_Tola_Ije_Gombe__81_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2023,11,"Midhega_Tola_Ije_Gombe__82_NDVI_mean.tif"
"Midhega Tola Ije Gombe",2023,12,"Midhega_Tola_Ije_Gombe__83_NDVI_mean.tif"
"Midhega Tola Umer Bula",2017,6,"Midhega_Tola_Umer_Bula__5_NDVI_mean.tif"
"Midhega Tola Umer Bula",2017,10,"Midhega_Tola_Umer_Bula__9_NDVI_mean.tif"
"Midhega Tola Umer Bula",2017,11,"Midhega_Tola_Umer_Bula__10_NDVI_mean.tif"
"Midhega Tola Umer Bula",2017,12,"Midhega_Tola_Umer_Bula__11_NDVI_mean.tif"
"Midhega Tola Umer Bula",2018,4,"Midhega_Tola_Umer_Bula__15_NDVI_mean.tif"
"Midhega Tola Umer Bula",2018,6,"Midhega_Tola_Umer_Bula__17_NDVI_mean.tif"
"Midhega Tola Umer Bula",2018,10,"Midhega_Tola_Umer_Bula__21_NDVI_mean.tif"
"Midhega Tola Umer Bula",2018,11,"Midhega_Tola_Umer_Bula__22_NDVI_mean.tif"
"Midhega Tola Umer Bula",2018,12,"Midhega_Tola_Umer_Bula__23_NDVI_mean.tif"
"Midhega Tola Umer Bula",2019,4,"Midhega_Tola_Umer_Bula__27_NDVI_mean.tif"
"Midhega Tola Umer Bula",2019,10,"Midhega_Tola_Umer_Bula__33_NDVI_mean.tif"
"Midhega Tola Umer Bula",2019,11,"Midhega_Tola_Umer_Bula__34_NDVI_mean.tif"
"Midhega Tola Umer Bula",2019,12,"Midhega_Tola_Umer_Bula__35_NDVI_mean.tif"
"Midhega Tola Umer Bula",2020,4,"Midhega_Tola_Umer_Bula__39_NDVI_mean.tif"
"Midhega Tola Umer Bula",2020,6,"Midhega_Tola_Umer_Bula__41_NDVI_mean.tif"
"Midhega Tola Umer Bula",2020,10,"Midhega_Tola_Umer_Bula__45_NDVI_mean.tif"
"Midhega Tola Umer Bula",2020,11,"Midhega_Tola_Umer_Bula__46_NDVI_mean.tif"
"Midhega Tola Umer Bula",2020,12,"Midhega_Tola_Umer_Bula__47_NDVI_mean.tif"
"Midhega Tola Umer Bula",2021,4,"Midhega_Tola_Umer_Bula__51_NDVI_mean.tif"
"Midhega Tola Umer Bula",2021,6,"Midhega_Tola_Umer_Bula__53_NDVI_mean.tif"
"Midhega Tola Umer Bula",2021,10,"Midhega_Tola_Umer_Bula__57_NDVI_mean.tif"
"Midhega Tola Umer Bula",2021,11,"Midhega_Tola_Umer_Bula__58_NDVI_mean.tif"
"Midhega Tola Umer Bula",2021,12,"Midhega_Tola_Umer_Bula__59_NDVI_mean.tif"
"Midhega Tola Umer Bula",2022,4,"Midhega_Tola_Umer_Bula__63_NDVI_mean.tif"
"Midhega Tola Umer Bula",2022,6,"Midhega_Tola_Umer_Bula__65_NDVI_mean.tif"
"Midhega Tola Umer Bula",2022,10,"Midhega_Tola_Umer_Bula__69_NDVI_mean.tif"
"Midhega Tola Umer Bula",2022,11,"Midhega_Tola_Umer_Bula__70_NDVI_mean.tif"
"Midhega Tola Umer Bula",2022,12,"Midhega_Tola_Umer_Bula__71_NDVI_mean.tif"
"Midhega Tola Umer Bula",2023,6,"Midhega_Tola_Umer_Bula__77_NDVI_mean.tif"
"Midhega Tola Umer Bula",2023,10,"Midhega_Tola_Umer_Bula__81_NDVI_mean.tif"
"Midhega Tola Umer Bula",2023,11,"Midhega_Tola_Umer_Bula__82_NDVI_mean.tif"
"Midhega Tola Umer Bula",2023,12,"Midhega_Tola_Umer_Bula__83_NDVI_mean.tif"
"Babile Ija Butuu",2017,4,"Babile_Ija_Butuu__3_NDVI_mean.tif"
"Babile Ija Butuu",2017,6,"Babile_Ija_Butuu__5_NDVI_mean.tif"
"Babile Ija Butuu",2017,10,"Babile_Ija_Butuu__9_NDVI_mean.tif"
"Babile Ija Butuu",2017,11,"Babile_Ija_Butuu__10_NDVI_mean.tif"
"Babile Ija Butuu",2017,12,"Babile_Ija_Butuu__11_NDVI_mean.tif"
"Babile Ija Butuu",2018,4,"Babile_Ija_Butuu__15_NDVI_mean.tif"
"Babile Ija Butuu",2018,6,"Babile_Ija_Butuu__17_NDVI_mean.tif"
"Babile Ija Butuu",2018,10,"Babile_Ija_Butuu__21_NDVI_mean.tif"
"Babile Ija Butuu",2018,11,"Babile_Ija_Butuu__22_NDVI_mean.tif"
"Babile Ija Butuu",2018,12,"Babile_Ija_Butuu__23_NDVI_mean.tif"
"Babile Ija Butuu",2019,4,"Babile_Ija_Butuu__27_NDVI_mean.tif"
"Babile Ija Butuu",2019,6,"Babile_Ija_Butuu__29_NDVI_mean.tif"
"Babile Ija Butuu",2019,10,"Babile_Ija_Butuu__33_NDVI_mean.tif"
"Babile Ija Butuu",2019,11,"Babile_Ija_Butuu__34_NDVI_mean.tif"
"Babile Ija Butuu",2019,12,"Babile_Ija_Butuu__35_NDVI_mean.tif"
"Babile Ija Butuu",2020,4,"Babile_Ija_Butuu__39_NDVI_mean.tif"
"Babile Ija Butuu",2020,6,"Babile_Ija_Butuu__41_NDVI_mean.tif"
"Babile Ija Butuu",2020,10,"Babile_Ija_Butuu__45_NDVI_mean.tif"
"Babile Ija Butuu",2020,11,"Babile_Ija_Butuu__46_NDVI_mean.tif"
"Babile Ija Butuu",2020,12,"Babile_Ija_Butuu__47_NDVI_mean.tif"
"Babile Ija Butuu",2021,4,"Babile_Ija_Butuu__51_NDVI_mean.tif"
"Babile Ija Butuu",2021,6,"Babile_Ija_Butuu__53_NDVI_mean.tif"
"Babile Ija Butuu",2021,10,"Babile_Ija_Butuu__57_NDVI_mean.tif"
"Babile Ija Butuu",2021,11,"Babile_Ija_Butuu__58_NDVI_mean.tif"
"Babile Ija Butuu",2021,12,"Babile_Ija_Butuu__59_NDVI_mean.tif"
"Babile Ija Butuu",2022,4,"Babile_Ija_Butuu__63_NDVI_mean.tif"
"Babile Ija Butuu",2022,6,"Babile_Ija_Butuu__65_NDVI_mean.tif"
"Babile Ija Butuu",2022,10,"Babile_Ija_Butuu__69_NDVI_mean.tif"
"Babile Ija Butuu",2022,11,"Babile_Ija_Butuu__70_NDVI_mean.tif"
"Babile Ija Butuu",2022,12,"Babile_Ija_Butuu__71_NDVI_mean.tif"
"Babile Ija Butuu",2023,4,"Babile_Ija_Butuu__75_NDVI_mean.tif"
"Babile Ija Butuu",2023,6,"Babile_Ija_Butuu__77_NDVI_mean.tif"
"Babile Ija Butuu",2023,10,"Babile_Ija_Butuu__81_NDVI_mean.tif"
"Babile Ija Butuu",2023,11,"Babile_Ija_Butuu__82_NDVI_mean.tif"
"Babile Ija Butuu",2023,12,"Babile_Ija_Butuu__83_NDVI_mean.tif"
"Babile Sadiq",2017,4,"Babile_Sadiq__3_NDVI_mean.tif"
"Babile Sadiq",2017,6,"Babile_Sadiq__5_NDVI_mean.tif"
"Babile Sadiq",2017,10,"Babile_Sadiq__9_NDVI_mean.tif"
"Babile Sadiq",2017,11,"Babile_Sadiq__10_NDVI_mean.tif"
"Babile Sadiq",2017,12,"Babile_Sadiq__11_NDVI_mean.tif"
"Babile Sadiq",2018,4,"Babile_Sadiq__15_NDVI_mean.tif"
"Babile Sadiq",2018,6,"Babile_Sadiq__17_NDVI_mean.tif"
"Babile Sadiq",2018,10,"Babile_Sadiq__21_NDVI_mean.tif"
"Babile Sadiq",2018,11,"Babile_Sadiq__22_NDVI_mean.tif"
"Babile Sadiq",2018,12,"Babile_Sadiq__23_NDVI_mean.tif"
"Babile Sadiq",2019,4,"Babile_Sadiq__27_NDVI_mean.tif"
"Babile Sadiq",2019,6,"Babile_Sadiq__29_NDVI_mean.tif"
"Babile Sadiq",2019,10,"Babile_Sadiq__33_NDVI_mean.tif"
"Babile Sadiq",2019,11,"Babile_Sadiq__34_NDVI_mean.tif"
"Babile Sadiq",2019,12,"Babile_Sadiq__35_NDVI_mean.tif"
"Babile Sadiq",2020,4,"Babile_Sadiq__39_NDVI_mean.tif"
"Babile Sadiq",2020,6,"Babile_Sadiq__41_NDVI_mean.tif"
"Babile Sadiq",2020,10,"Babile_Sadiq__45_NDVI_mean.tif"
"Babile Sadiq",2020,11,"Babile_Sadiq__46_NDVI_mean.tif"
"Babile Sadiq",2020,12,"Babile_Sadiq__47_NDVI_mean.tif"
"Babile Sadiq",2021,4,"Babile_Sadiq__51_NDVI_mean.tif"
"Babile Sadiq",2021,6,"Babile_Sadiq__53_NDVI_mean.tif"
"Babile Sadiq",2021,10,"Babile_Sadiq__57_NDVI_mean.tif"
"Babile Sadiq",2021,11,"Babile_Sadiq__58_NDVI_mean.tif"
"Babile Sadiq",2021,12,"Babile_Sadiq__59_NDVI_mean.tif"
"Babile Sadiq",2022,4,"Babile_Sadiq__63_NDVI_mean.tif"
"Babile Sadiq",2022,6,"Babile_Sadiq__65_NDVI_mean.tif"
"Babile Sadiq",2022,10,"Babile_Sadiq__69_NDVI_mean.tif"
"Babile Sadiq",2022,11,"Babile_Sadiq__70_NDVI_mean.tif"
"Babile Sadiq",2022,12,"Babile_Sadiq__71_NDVI_mean.tif"
"Babile Sadiq",2023,4,"Babile_Sadiq__75_NDVI_mean.tif"
"Babile Sadiq",2023,6,"Babile_Sadiq__77_NDVI_mean.tif"
"Babile Sadiq",2023,10,"Babile_Sadiq__81_NDVI_mean.tif"
"Babile Sadiq",2023,11,"Babile_Sadiq__82_NDVI_mean.tif"
"Babile Sadiq",2023,12,"Babile_Sadiq__83_NDVI_mean.tif"
"Babile Shekumar",2017,4,"Babile_Shekumar__3_NDVI_mean.tif"
"Babile Shekumar",2017,6,"Babile_Shekumar__5_NDVI_mean.tif"
"Babile Shekumar",2017,10,"Babile_Shekumar__9_NDVI_mean.tif"
"Babile Shekumar",2017,11,"Babile_Shekumar__10_NDVI_mean.tif"
"Babile Shekumar",2017,12,"Babile_Shekumar__11_NDVI_mean.tif"
"Babile Shekumar",2018,4,"Babile_Shekumar__15_NDVI_mean.tif"
"Babile Shekumar",2018,6,"Babile_Shekumar__17_NDVI_mean.tif"
"Babile Shekumar",2018,10,"Babile_Shekumar__21_NDVI_mean.tif"
"Babile Shekumar",2018,11,"Babile_Shekumar__22_NDVI_mean.tif"
"Babile Shekumar",2018,12,"Babile_Shekumar__23_NDVI_mean.tif"
"Babile Shekumar",2019,4,"Babile_Shekumar__27_NDVI_mean.tif"
"Babile Shekumar",2019,6,"Babile_Shekumar__29_NDVI_mean.tif"
"Babile Shekumar",2019,10,"Babile_Shekumar__33_NDVI_mean.tif"
"Babile Shekumar",2019,11,"Babile_Shekumar__34_NDVI_mean.tif"
"Babile Shekumar",2019,12,"Babile_Shekumar__35_NDVI_mean.tif"
"Babile Shekumar",2020,4,"Babile_Shekumar__39_NDVI_mean.tif"
"Babile Shekumar",2020,6,"Babile_Shekumar__41_NDVI_mean.tif"
"Babile Shekumar",2020,10,"Babile_Shekumar__45_NDVI_mean.tif"
"Babile Shekumar",2020,11,"Babile_Shekumar__46_NDVI_mean.tif"
"Babile Shekumar",2020,12,"Babile_Shekumar__47_NDVI_mean.tif"
"Babile Shekumar",2021,4,"Babile_Shekumar__51_NDVI_mean.tif"
"Babile Shekumar",2021,6,"Babile_Shekumar__53_NDVI_mean.tif"
"Babile Shekumar",2021,10,"Babile_Shekumar__57_NDVI_mean.tif"
"Babile Shekumar",2021,11,"Babile_Shekumar__58_NDVI_mean.tif"
"Babile Shekumar",2021,12,"Babile_Shekumar__59_NDVI_mean.tif"
"Babile Shekumar",2022,4,"Babile_Shekumar__63_NDVI_mean.tif"
"Babile Shekumar",2022,6,"Babile_Shekumar__65_NDVI_mean.tif"
"Babile Shekumar",2022,10,"Babile_Shekumar__69_NDVI_mean.tif"
"Babile Shekumar",2022,11,"Babile_Shekumar__70_NDVI_mean.tif"
"Babile Shekumar",2022,12,"Babile_Shekumar__71_NDVI_mean.tif"
"Babile Shekumar",2023,4,"Babile_Shekumar__75_NDVI_mean.tif"
"Babile Shekumar",2023,6,"Babile_Shekumar__77_NDVI_mean.tif"
"Babile Shekumar",2023,10,"Babile_Shekumar__81_NDVI_mean.tif"
"Babile Shekumar",2023,11,"Babile_Shekumar__82_NDVI_mean.tif"
"Babile Shekumar",2023,12,"Babile_Shekumar__83_NDVI_mean.tif"
"Chinakson Tula Wadaje",2017,4,"Chinakson_Tula_Wadaje__3_NDVI_mean.tif"
"Chinakson Tula Wadaje",2017,6,"Chinakson_Tula_Wadaje__5_NDVI_mean.tif"
"Chinakson Tula Wadaje",2017,10,"Chinakson_Tula_Wadaje__9_NDVI_mean.tif"
"Chinakson Tula Wadaje",2017,11,"Chinakson_Tula_Wadaje__10_NDVI_mean.tif"
"Chinakson Tula Wadaje",2017,12,"Chinakson_Tula_Wadaje__11_NDVI_mean.tif"
"Chinakson Tula Wadaje",2018,4,"Chinakson_Tula_Wadaje__15_NDVI_mean.tif"
"Chinakson Tula Wadaje",2018,6,"Chinakson_Tula_Wadaje__17_NDVI_mean.tif"
"Chinakson Tula Wadaje",2018,10,"Chinakson_Tula_Wadaje__21_NDVI_mean.tif"
"Chinakson Tula Wadaje",2018,11,"Chinakson_Tula_Wadaje__22_NDVI_mean.tif"
"Chinakson Tula Wadaje",2018,12,"Chinakson_Tula_Wadaje__23_NDVI_mean.tif"
"Chinakson Tula Wadaje",2019,4,"Chinakson_Tula_Wadaje__27_NDVI_mean.tif"
"Chinakson Tula Wadaje",2019,6,"Chinakson_Tula_Wadaje__29_NDVI_mean.tif"
"Chinakson Tula Wadaje",2019,10,"Chinakson_Tula_Wadaje__33_NDVI_mean.tif"
"Chinakson Tula Wadaje",2019,11,"Chinakson_Tula_Wadaje__34_NDVI_mean.tif"
"Chinakson Tula Wadaje",2019,12,"Chinakson_Tula_Wadaje__35_NDVI_mean.tif"
"Chinakson Tula Wadaje",2020,4,"Chinakson_Tula_Wadaje__39_NDVI_mean.tif"
"Chinakson Tula Wadaje",2020,6,"Chinakson_Tula_Wadaje__41_NDVI_mean.tif"
"Chinakson Tula Wadaje",2020,10,"Chinakson_Tula_Wadaje__45_NDVI_mean.tif"
"Chinakson Tula Wadaje",2020,11,"Chinakson_Tula_Wadaje__46_NDVI_mean.tif"
"Chinakson Tula Wadaje",2020,12,"Chinakson_Tula_Wadaje__47_NDVI_mean.tif"
"Chinakson Tula Wadaje",2021,4,"Chinakson_Tula_Wadaje__51_NDVI_mean.tif"
"Chinakson Tula Wadaje",2021,6,"Chinakson_Tula_Wadaje__53_NDVI_mean.tif"
"Chinakson Tula Wadaje",2021,10,"Chinakson_Tula_Wadaje__57_NDVI_mean.tif"
"Chinakson Tula Wadaje",2021,11,"Chinakson_Tula_Wadaje__58_NDVI_mean.tif"
"Chinakson Tula Wadaje",2021,12,"Chinakson_Tula_Wadaje__59_NDVI_mean.tif"
"Chinakson Tula Wadaje",2022,4,"Chinakson_Tula_Wadaje__63_NDVI_mean.tif"
"Chinakson Tula Wadaje",2022,6,"Chinakson_Tula_Wadaje__65_NDVI_mean.tif"
"Chinakson Tula Wadaje",2022,10,"Chinakson_Tula_Wadaje__69_NDVI_mean.tif"
"Chinakson Tula Wadaje",2022,11,"Chinakson_Tula_Wadaje__70_NDVI_mean.tif"
"Chinakson Tula Wadaje",2022,12,"Chinakson_Tula_Wadaje__71_NDVI_mean.tif"
"Chinakson Tula Wadaje",2023,4,"Chinakson_Tula_Wadaje__75_NDVI_mean.tif"
"Chinakson Tula Wadaje",2023,6,"Chinakson_Tula_Wadaje__77_NDVI_mean.tif"
"Chinakson Tula Wadaje",2023,10,"Chinakson_Tula_Wadaje__81_NDVI_mean.tif"
"Chinakson Tula Wadaje",2023,11,"Chinakson_Tula_Wadaje__82_NDVI_mean.tif"
"Chinakson Tula Wadaje",2023,12,"Chinakson_Tula_Wadaje__83_NDVI_mean.tif"
"Deder Dimmaa",2017,4,"Deder_Dimmaa__3_NDVI_mean.tif"
"Deder Dimmaa",2017,6,"Deder_Dimmaa__5_NDVI_mean.tif"
"Deder Dimmaa",2017,10,"Deder_Dimmaa__9_NDVI_mean.tif"
"Deder Dimmaa",2017,11,"Deder_Dimmaa__10_NDVI_mean.tif"
"Deder Dimmaa",2017,12,"Deder_Dimmaa__11_NDVI_mean.tif"
"Deder Dimmaa",2018,4,"Deder_Dimmaa__15_NDVI_mean.tif"
"Deder Dimmaa",2018,6,"Deder_Dimmaa__17_NDVI_mean.tif"
"Deder Dimmaa",2018,10,"Deder_Dimmaa__21_NDVI_mean.tif"
"Deder Dimmaa",2018,11,"Deder_Dimmaa__22_NDVI_mean.tif"
"Deder Dimmaa",2018,12,"Deder_Dimmaa__23_NDVI_mean.tif"
"Deder Dimmaa",2019,4,"Deder_Dimmaa__27_NDVI_mean.tif"
"Deder Dimmaa",2019,6,"Deder_Dimmaa__29_NDVI_mean.tif"
"Deder Dimmaa",2019,10,"Deder_Dimmaa__33_NDVI_mean.tif"
"Deder Dimmaa",2019,11,"Deder_Dimmaa__34_NDVI_mean.tif"
"Deder Dimmaa",2019,12,"Deder_Dimmaa__35_NDVI_mean.tif"
"Deder Dimmaa",2020,4,"Deder_Dimmaa__39_NDVI_mean.tif"
"Deder Dimmaa",2020,6,"Deder_Dimmaa__41_NDVI_mean.tif"
"Deder Dimmaa",2020,10,"Deder_Dimmaa__45_NDVI_mean.tif"
"Deder Dimmaa",2020,11,"Deder_Dimmaa__46_NDVI_mean.tif"
"Deder Dimmaa",2020,12,"Deder_Dimmaa__47_NDVI_mean.tif"
"Deder Dimmaa",2021,4,"Deder_Dimmaa__51_NDVI_mean.tif"
"Deder Dimmaa",2021,6,"Deder_Dimmaa__53_NDVI_mean.tif"
"Deder Dimmaa",2021,10,"Deder_Dimmaa__57_NDVI_mean.tif"
"Deder Dimmaa",2021,11,"Deder_Dimmaa__58_NDVI_mean.tif"
"Deder Dimmaa",2021,12,"Deder_Dimmaa__59_NDVI_mean.tif"
"Deder Dimmaa",2022,4,"Deder_Dimmaa__63_NDVI_mean.tif"
"Deder Dimmaa",2022,6,"Deder_Dimmaa__65_NDVI_mean.tif"
"Deder Dimmaa",2022,10,"Deder_Dimmaa__69_NDVI_mean.tif"
"Deder Dimmaa",2022,11,"Deder_Dimmaa__70_NDVI_mean.tif"
"Deder Dimmaa",2022,12,"Deder_Dimmaa__71_NDVI_mean.tif"
"Deder Dimmaa",2023,4,"Deder_Dimmaa__75_NDVI_mean.tif"
"Deder Dimmaa",2023,6,"Deder_Dimmaa__77_NDVI_mean.tif"
"Deder Dimmaa",2023,10,"Deder_Dimmaa__81_NDVI_mean.tif"
"Deder Dimmaa",2023,11,"Deder_Dimmaa__82_NDVI_mean.tif"
"Deder Dimmaa",2023,12,"Deder_Dimmaa__83_NDVI_mean.tif"
"Fedis Bidi Bora",2017,4,"Fedis_Bidi_Bora__3_NDVI_mean.tif"
"Fedis Bidi Bora",2017,6,"Fedis_Bidi_Bora__5_NDVI_mean.tif"
"Fedis Bidi Bora",2017,10,"Fedis_Bidi_Bora__9_NDVI_mean.tif"
"Fedis Bidi Bora",2017,11,"Fedis_Bidi_Bora__10_NDVI_mean.tif"
"Fedis Bidi Bora",2017,12,"Fedis_Bidi_Bora__11_NDVI_mean.tif"
"Fedis Bidi Bora",2018,4,"Fedis_Bidi_Bora__15_NDVI_mean.tif"
"Fedis Bidi Bora",2018,6,"Fedis_Bidi_Bora__17_NDVI_mean.tif"
"Fedis Bidi Bora",2018,10,"Fedis_Bidi_Bora__21_NDVI_mean.tif"
"Fedis Bidi Bora",2018,11,"Fedis_Bidi_Bora__22_NDVI_mean.tif"
"Fedis Bidi Bora",2018,12,"Fedis_Bidi_Bora__23_NDVI_mean.tif"
"Fedis Bidi Bora",2019,4,"Fedis_Bidi_Bora__27_NDVI_mean.tif"
"Fedis Bidi Bora",2019,6,"Fedis_Bidi_Bora__29_NDVI_mean.tif"
"Fedis Bidi Bora",2019,10,"Fedis_Bidi_Bora__33_NDVI_mean.tif"
"Fedis Bidi Bora",2019,11,"Fedis_Bidi_Bora__34_NDVI_mean.tif"
"Fedis Bidi Bora",2019,12,"Fedis_Bidi_Bora__35_NDVI_mean.tif"
"Fedis Bidi Bora",2020,4,"Fedis_Bidi_Bora__39_NDVI_mean.tif"
"Fedis Bidi Bora",2020,6,"Fedis_Bidi_Bora__41_NDVI_mean.tif"
"Fedis Bidi Bora",2020,10,"Fedis_Bidi_Bora__45_NDVI_mean.tif"
"Fedis Bidi Bora",2020,11,"Fedis_Bidi_Bora__46_NDVI_mean.tif"
"Fedis Bidi Bora",2020,12,"Fedis_Bidi_Bora__47_NDVI_mean.tif"
"Fedis Bidi Bora",2021,4,"Fedis_Bidi_Bora__51_NDVI_mean.tif"
"Fedis Bidi Bora",2021,6,"Fedis_Bidi_Bora__53_NDVI_mean.tif"
"Fedis Bidi Bora",2021,10,"Fedis_Bidi_Bora__57_NDVI_mean.tif"
"Fedis Bidi Bora",2021,11,"Fedis_Bidi_Bora__58_NDVI_mean.tif"
"Fedis Bidi Bora",2021,12,"Fedis_Bidi_Bora__59_NDVI_mean.tif"
"Fedis Bidi Bora",2022,4,"Fedis_Bidi_Bora__63_NDVI_mean.tif"
"Fedis Bidi Bora",2022,6,"Fedis_Bidi_Bora__65_NDVI_mean.tif"
"Fedis Bidi Bora",2022,10,"Fedis_Bidi_Bora__69_NDVI_mean.tif"
"Fedis Bidi Bora",2022,11,"Fedis_Bidi_Bora__70_NDVI_mean.tif"
"Fedis Bidi Bora",2022,12,"Fedis_Bidi_Bora__71_NDVI_mean.tif"
"Fedis Bidi Bora",2023,4,"Fedis_Bidi_Bora__75_NDVI_mean.tif"
"Fedis Bidi Bora",2023,6,"Fedis_Bidi_Bora__77_NDVI_mean.tif"
"Fedis Bidi Bora",2023,10,"Fedis_Bidi_Bora__81_NDVI_mean.tif"
"Fedis Bidi Bora",2023,11,"Fedis_Bidi_Bora__82_NDVI_mean.tif"
"Fedis Bidi Bora",2023,12,"Fedis_Bidi_Bora__83_NDVI_mean.tif"
"Gursum Biyo Nagaya",2017,4,"Gursum_Biyo_Nagaya__3_NDVI_mean.tif"
"Gursum Biyo Nagaya",2017,6,"Gursum_Biyo_Nagaya__5_NDVI_mean.tif"
"Gursum Biyo Nagaya",2017,10,"Gursum_Biyo_Nagaya__9_NDVI_mean.tif"
"Gursum Biyo Nagaya",2017,11,"Gursum_Biyo_Nagaya__10_NDVI_mean.tif"
"Gursum Biyo Nagaya",2017,12,"Gursum_Biyo_Nagaya__11_NDVI_mean.tif"
"Gursum Biyo Nagaya",2018,4,"Gursum_Biyo_Nagaya__15_NDVI_mean.tif"
"Gursum Biyo Nagaya",2018,6,"Gursum_Biyo_Nagaya__17_NDVI_mean.tif"
"Gursum Biyo Nagaya",2018,10,"Gursum_Biyo_Nagaya__21_NDVI_mean.tif"
"Gursum Biyo Nagaya",2018,11,"Gursum_Biyo_Nagaya__22_NDVI_mean.tif"
"Gursum Biyo Nagaya",2018,12,"Gursum_Biyo_Nagaya__23_NDVI_mean.tif"
"Gursum Biyo Nagaya",2019,4,"Gursum_Biyo_Nagaya__27_NDVI_mean.tif"
"Gursum Biyo Nagaya",2019,6,"Gursum_Biyo_Nagaya__29_NDVI_mean.tif"
"Gursum Biyo Nagaya",2019,10,"Gursum_Biyo_Nagaya__33_NDVI_mean.tif"
"Gursum Biyo Nagaya",2019,11,"Gursum_Biyo_Nagaya__34_NDVI_mean.tif"
"Gursum Biyo Nagaya",2019,12,"Gursum_Biyo_Nagaya__35_NDVI_mean.tif"
"Gursum Biyo Nagaya",2020,4,"Gursum_Biyo_Nagaya__39_NDVI_mean.tif"
"Gursum Biyo Nagaya",2020,6,"Gursum_Biyo_Nagaya__41_NDVI_mean.tif"
"Gursum Biyo Nagaya",2020,10,"Gursum_Biyo_Nagaya__45_NDVI_mean.tif"
"Gursum Biyo Nagaya",2020,11,"Gursum_Biyo_Nagaya__46_NDVI_mean.tif"
"Gursum Biyo Nagaya",2020,12,"Gursum_Biyo_Nagaya__47_NDVI_mean.tif"
"Gursum Biyo Nagaya",2021,4,"Gursum_Biyo_Nagaya__51_NDVI_mean.tif"
