"WSNAME","YEAR","MONTHNUM","FILENAME"
"Melkabelo Gola gale",2017,11,"Melkabelo_Gola_gale__10_NDVI_mean.tif"
"Melkabelo Gola gale",2017,12,"Melkabelo_Gola_gale__11_NDVI_mean.tif"
"Melkabelo Gola gale",2018,4,"Melkabelo_Gola_gale__15_NDVI_mean.tif"
"Melkabelo Gola gale",2018,6,"Melkabelo_Gola_gale__17_NDVI_mean.tif"
"Melkabelo Gola gale",2018,10,"Melkabelo_Gola_gale__21_NDVI_mean.tif"
"Melkabelo Gola gale",2018,11,"Melkabelo_Gola_gale__22_NDVI_mean.tif"
"Melkabelo Gola gale",2018,12,"Melkabelo_Gola_gale__23_NDVI_mean.tif"
"Melkabelo Gola gale",2019,4,"Melkabelo_Gola_gale__27_NDVI_mean.tif"
"Melkabelo Gola gale",2019,6,"Melkabelo_Gola_gale__29_NDVI_mean.tif"
"Melkabelo Gola gale",2019,10,"Melkabelo_Gola_gale__33_NDVI_mean.tif"
"Melkabelo Gola gale",2019,11,"Melkabelo_Gola_gale__34_NDVI_mean.tif"
"Melkabelo Gola gale",2019,12,"Melkabelo_Gola_gale__35_NDVI_mean.tif"
"Melkabelo Gola gale",2020,4,"Melkabelo_Gola_gale__39_NDVI_mean.tif"
"Melkabelo Gola gale",2020,6,"Melkabelo_Gola_gale__41_NDVI_mean.tif"
"Melkabelo Gola gale",2020,10,"Melkabelo_Gola_gale__45_NDVI_mean.tif"
"Melkabelo Gola gale",2020,11,"Melkabelo_Gola_gale__46_NDVI_mean.tif"
"Melkabelo Gola gale",2020,12,"Melkabelo_Gola_gale__47_NDVI_mean.tif"
"Melkabelo Gola gale",2021,4,"Melkabelo_Gola_gale__51_NDVI_mean.tif"
"Melkabelo Gola gale",2021,6,"Melkabelo_Gola_gale__53_NDVI_mean.tif"
"Melkabelo Gola gale",2021,10,"Melkabelo_Gola_gale__57_NDVI_mean.tif"
"Melkabelo Gola gale",2021,11,"Melkabelo_Gola_gale__58_NDVI_mean.tif"
"Melkabelo Gola gale",2021,12,"Melkabelo_Gola_gale__59_NDVI_mean.tif"
"Melkabelo Gola gale",2022,4,"Melkabelo_Gola_gale__63_NDVI_mean.tif"
"Melkabelo Gola gale",2022,6,"Melkabelo_Gola_gale__65_NDVI_mean.tif"
"Melkabelo Gola gale",2022,10,"Melkabelo_Gola_gale__69_NDVI_mean.tif"
"Melkabelo Gola gale",2022,11,"Melkabelo_Gola_gale__70_NDVI_mean.tif"
"Melkabelo Gola gale",2022,12,"Melkabelo_Gola_gale__71_NDVI_mean.tif"
"Melkabelo Gola gale",2023,4,"Melkabelo_Gola_gale__75_NDVI_mean.tif"
"Melkabelo Gola gale",2023,6,"Melkabelo_Gola_gale__77_NDVI_mean.tif"
"Melkabelo Gola gale",2023,10,"Melkabelo_Gola_gale__81_NDVI_mean.tif"
"Melkabelo Gola gale",2023,11,"Melkabelo_Gola_gale__82_NDVI_mean.tif"
"Melkabelo Gola gale",2023,12,"Melkabelo_Gola_gale__83_NDVI_mean.tif"
"Melkabelo Gorba",2017,4,"Melkabelo_Gorba__3_NDVI_mean.tif"
"Melkabelo Gorba",2017,6,"Melkabelo_Gorba__5_NDVI_mean.tif"
"Melkabelo Gorba",2017,10,"Melkabelo_Gorba__9_NDVI_mean.tif"
"Melkabelo Gorba",2017,11,"Melkabelo_Gorba__10_NDVI_mean.tif"
"Melkabelo Gorba",2017,12,"Melkabelo_Gorba__11_NDVI_mean.tif"
"Melkabelo Gorba",2018,4,"Melkabelo_Gorba__15_NDVI_mean.tif"
"Melkabelo Gorba",2018,6,"Melkabelo_Gorba__17_NDVI_mean.tif"
"Melkabelo Gorba",2018,10,"Melkabelo_Gorba__21_NDVI_mean.tif"
"Melkabelo Gorba",2018,11,"Melkabelo_Gorba__22_NDVI_mean.tif"
"Melkabelo Gorba",2018,12,"Melkabelo_Gorba__23_NDVI_mean.tif"
"Melkabelo Gorba",2019,4,"Melkabelo_Gorba__27_NDVI_mean.tif"
"Melkabelo Gorba",2019,6,"Melkabelo_Gorba__29_NDVI_mean.tif"
"Melkabelo Gorba",2019,10,"Melkabelo_Gorba__33_NDVI_mean.tif"
"Melkabelo Gorba",2019,11,"Melkabelo_Gorba__34_NDVI_mean.tif"
"Melkabelo Gorba",2019,12,"Melkabelo_Gorba__35_NDVI_mean.tif"
"Melkabelo Gorba",2020,4,"Melkabelo_Gorba__39_NDVI_mean.tif"
"Melkabelo Gorba",2020,6,"Melkabelo_Gorba__41_NDVI_mean.tif"
"Melkabelo Gorba",2020,10,"Melkabelo_Gorba__45_NDVI_mean.tif"
"Melkabelo Gorba",2020,11,"Melkabelo_Gorba__46_NDVI_mean.tif"
"Melkabelo Gorba",2020,12,"Melkabelo_Gorba__47_NDVI_mean.tif"
"Melkabelo Gorba",2021,4,"Melkabelo_Gorba__51_NDVI_mean.tif"
"Melkabelo Gorba",2021,6,"Melkabelo_Gorba__53_NDVI_mean.tif"
"Melkabelo Gorba",2021,10,"Melkabelo_Gorba__57_NDVI_mean.tif"
"Melkabelo Gorba",2021,11,"Melkabelo_Gorba__58_NDVI_mean.tif"
"Melkabelo Gorba",2021,12,"Melkabelo_Gorba__59_NDVI_mean.tif"
"Melkabelo Gorba",2022,4,"Melkabelo_Gorba__63_NDVI_mean.tif"
"Melkabelo Gorba",2022,6,"Melkabelo_Gorba__65_NDVI_mean.tif"
"Melkabelo Gorba",2022,10,"Melkabelo_Gorba__69_NDVI_mean.tif"
"Melkabelo Gorba",2022,11,"Melkabelo_Gorba__70_NDVI_mean.tif"
"Melkabelo Gorba",2022,12,"Melkabelo_Gorba__71_NDVI_mean.tif"
"Melkabelo Gorba",2023,4,"Melkabelo_Gorba__75_NDVI_mean.tif"
"Melkabelo Gorba",2023,6,"Melkabelo_Gorba__77_NDVI_mean.tif"
"Melkabelo Gorba",2023,10,"Melkabelo_Gorba__81_NDVI_mean.tif"
"Melkabelo Gorba",2023,11,"Melkabelo_Gorba__82_NDVI_mean.tif"
"Melkabelo Gorba",2023,12,"Melkabelo_Gorba__83_NDVI_mean.tif"
"Melkabelo Ido Lencha",2017,4,"Melkabelo_Ido_Lencha__3_NDVI_mean.tif"
"Melkabelo Ido Lencha",2017,6,"Melkabelo_Ido_Lencha__5_NDVI_mean.tif"
"Melkabelo Ido Lencha",2017,10,"Melkabelo_Ido_Lencha__9_NDVI_mean.tif"
"Melkabelo Ido Lencha",2017,11,"Melkabelo_Ido_Lencha__10_NDVI_mean.tif"
"Melkabelo Ido Lencha",2017,12,"Melkabelo_Ido_Lencha__11_NDVI_mean.tif"
"Melkabelo Ido Lencha",2018,4,"Melkabelo_Ido_Lencha__15_NDVI_mean.tif"
"Melkabelo Ido Lencha",2018,6,"Melkabelo_Ido_Lencha__17_NDVI_mean.tif"
"Melkabelo Ido Lencha",2018,10,"Melkabelo_Ido_Lencha__21_NDVI_mean.tif"
"Melkabelo Ido Lencha",2018,11,"Melkabelo_Ido_Lencha__22_NDVI_mean.tif"
"Melkabelo Ido Lencha",2018,12,"Melkabelo_Ido_Lencha__23_NDVI_mean.tif"
"Melkabelo Ido Lencha",2019,4,"Melkabelo_Ido_Lencha__27_NDVI_mean.tif"
"Melkabelo Ido Lencha",2019,6,"Melkabelo_Ido_Lencha__29_NDVI_mean.tif"
"Melkabelo Ido Lencha",2019,10,"Melkabelo_Ido_Lencha__33_NDVI_mean.tif"
"Melkabelo Ido Lencha",2019,11,"Melkabelo_Ido_Lencha__34_NDVI_mean.tif"
"Melkabelo Ido Lencha",2019,12,"Melkabelo_Ido_Lencha__35_NDVI_mean.tif"
"Melkabelo Ido Lencha",2020,4,"Melkabelo_Ido_Lencha__39_NDVI_mean.tif"
"Melkabelo Ido Lencha",2020,6,"Melkabelo_Ido_Lencha__41_NDVI_mean.tif"
"Melkabelo Ido Lencha",2020,10,"Melkabelo_Ido_Lencha__45_NDVI_mean.tif"
"Melkabelo Ido Lencha",2020,11,"Melkabelo_Ido_Lencha__46_NDVI_mean.tif"
"Melkabelo Ido Lencha",2020,12,"Melkabelo_Ido_Lencha__47_NDVI_mean.tif"
"Melkabelo Ido Lencha",2021,4,"Melkabelo_Ido_Lencha__51_NDVI_mean.tif"
"Melkabelo Ido Lencha",2021,6,"Melkabelo_Ido_Lencha__53_NDVI_mean.tif"
"Melkabelo Ido Lencha",2021,10,"Melkabelo_Ido_Lencha__57_NDVI_mean.tif"
"Melkabelo Ido Lencha",2021,11,"Melkabelo_Ido_Lencha__58_NDVI_mean.tif"
"Melkabelo Ido Lencha",2021,12,"Melkabelo_Ido_Lencha__59_NDVI_mean.tif"
"Melkabelo Ido Lencha",2022,4,"Melkabelo_Ido_Lencha__63_NDVI_mean.tif"
"Melkabelo Ido Lencha",2022,6,"Melkabelo_Ido_Lencha__65_NDVI_mean.tif"
"Melkabelo Ido Lencha",2022,10,"Melkabelo_Ido_Lencha__69_NDVI_mean.tif"
"Melkabelo Ido Lencha",2022,11,"Melkabelo_Ido_Lencha__70_NDVI_mean.tif"
"Melkabelo Ido Lencha",2022,12,"Melkabelo_Ido_Lencha__71_NDVI_mean.tif"
"Melkabelo Ido Lencha",2023,4,"Melkabelo_Ido_Lencha__75_NDVI_mean.tif"
"Melkabelo Ido Lencha",2023,6,"Melkabelo_Ido_Lencha__77_NDVI_mean.tif"
"Melkabelo Ido Lencha",2023,10,"Melkabelo_Ido_Lencha__81_NDVI_mean.tif"
"Melkabelo Ido Lencha",2023,11,"Melkabelo_Ido_Lencha__82_NDVI_mean.tif"
"Melkabelo Ido Lencha",2023,12,"Melkabelo_Ido_Lencha__83_NDVI_mean.tif"
"Meta Bilalu",2017,4,"Meta_Bilalu__3_NDVI_mean.tif"
"Meta Bilalu",2017,6,"Meta_Bilalu__5_NDVI_mean.tif"
"Meta Bilalu",2017,10,"Meta_Bilalu__9_NDVI_mean.tif"
"Meta Bilalu",2017,11,"Meta_Bilalu__10_NDVI_mean.tif"
"Meta Bilalu",2017,12,"Meta_Bilalu__11_NDVI_mean.tif"
"Meta Bilalu",2018,4,"Meta_Bilalu__15_NDVI_mean.tif"
"Meta Bilalu",2018,6,"Meta_Bilalu__17_NDVI_mean.tif"
"Meta Bilalu",2018,10,"Meta_Bilalu__21_NDVI_mean.tif"
"Meta Bilalu",2018,11,"Meta_Bilalu__22_NDVI_mean.tif"
"Meta Bilalu",2018,12,"Meta_Bilalu__23_NDVI_mean.tif"
"Meta Bilalu",2019,4,"Meta_Bilalu__27_NDVI_mean.tif"
"Meta Bilalu",2019,6,"Meta_Bilalu__29_NDVI_mean.tif"
"Meta Bilalu",2019,10,"Meta_Bilalu__33_NDVI_mean.tif"
"Meta Bilalu",2019,11,"Meta_Bilalu__34_NDVI_mean.tif"
"Meta Bilalu",2019,12,"Meta_Bilalu__35_NDVI_mean.tif"
"Meta Bilalu",2020,4,"Meta_Bilalu__39_NDVI_mean.tif"
"Meta Bilalu",2020,6,"Meta_Bilalu__41_NDVI_mean.tif"
"Meta Bilalu",2020,10,"Meta_Bilalu__45_NDVI_mean.tif"
"Meta Bilalu",2020,11,"Meta_Bilalu__46_NDVI_mean.tif"
"Meta Bilalu",2020,12,"Meta_Bilalu__47_NDVI_mean.tif"
"Meta Bilalu",2021,4,"Meta_Bilalu__51_NDVI_mean.tif"
"Meta Bilalu",2021,6,"Meta_Bilalu__53_NDVI_mean.tif"
"Meta Bilalu",2021,10,"Meta_Bilalu__57_NDVI_mean.tif"
"Meta Bilalu",2021,11,"Meta_Bilalu__58_NDVI_mean.tif"
"Meta Bilalu",2021,12,"Meta_Bilalu__59_NDVI_mean.tif"
"Meta Bilalu",2022,4,"Meta_Bilalu__63_NDVI_mean.tif"
"Meta Bilalu",2022,6,"Meta_Bilalu__65_NDVI_mean.tif"
"Meta Bilalu",2022,10,"Meta_Bilalu__69_NDVI_mean.tif"
"Meta Bilalu",2022,11,"Meta_Bilalu__70_NDVI_mean.tif"
"Meta Bilalu",2022,12,"Meta_Bilalu__71_NDVI_mean.tif"
"Meta Bilalu",2023,4,"Meta_Bilalu__75_NDVI_mean.tif"
"Meta Bilalu",2023,6,"Meta_Bilalu__77_NDVI_mean.tif"
"Meta Bilalu",2023,10,"Meta_Bilalu__81_NDVI_mean.tif"
"Meta Bilalu",2023,11,"Meta_Bilalu__82_NDVI_mean.tif"
"Meta Bilalu",2023,12,"Meta_Bilalu__83_NDVI_mean.tif"
"Meta Harqaya",2017,4,"Meta_Harqaya__3_NDVI_mean.tif"
"Meta Harqaya",2017,6,"Meta_Harqaya__5_NDVI_mean.tif"
"Meta Harqaya",2017,10,"Meta_Harqaya__9_NDVI_mean.tif"
"Meta Harqaya",2017,11,"Meta_Harqaya__10_NDVI_mean.tif"
"Meta Harqaya",2017,12,"Meta_Harqaya__11_NDVI_mean.tif"
"Meta Harqaya",2018,4,"Meta_Harqaya__15_NDVI_mean.tif"
"Meta Harqaya",2018,6,"Meta_Harqaya__17_NDVI_mean.tif"
"Meta Harqaya",2018,10,"Meta_Harqaya__21_NDVI_mean.tif"
"Meta Harqaya",2018,11,"Meta_Harqaya__22_NDVI_mean.tif"
"Meta Harqaya",2018,12,"Meta_Harqaya__23_NDVI_mean.tif"
"Meta Harqaya",2019,4,"Meta_Harqaya__27_NDVI_mean.tif"
"Meta Harqaya",2019,6,"Meta_Harqaya__29_NDVI_mean.tif"
"Meta Harqaya",2019,10,"Meta_Harqaya__33_NDVI_mean.tif"
"Meta Harqaya",2019,11,"Meta_Harqaya__34_NDVI_mean.tif"
"Meta Harqaya",2019,12,"Meta_Harqaya__35_NDVI_mean.tif"
"Meta Harqaya",2020,4,"Meta_Harqaya__39_NDVI_mean.tif"
"Meta Harqaya",2020,6,"Meta_Harqaya__41_NDVI_mean.tif"
"Meta Harqaya",2020,10,"Meta_Harqaya__45_NDVI_mean.tif"
"Meta Harqaya",2020,11,"Meta_Harqaya__46_NDVI_mean.tif"
"Meta Harqaya",2020,12,"Meta_Harqaya__47_NDVI_mean.tif"
"Meta Harqaya",2021,4,"Meta_Harqaya__51_NDVI_mean.tif"
"Meta Harqaya",2021,6,"Meta_Harqaya__53_NDVI_mean.tif"
"Meta Harqaya",2021,10,"Meta_Harqaya__57_NDVI_mean.tif"
"Meta Harqaya",2021,11,"Meta_Harqaya__58_NDVI_mean.tif"
"Meta Harqaya",2021,12,"Meta_Harqaya__59_NDVI_mean.tif"
"Meta Harqaya",2022,4,"Meta_Harqaya__63_NDVI_mean.tif"
"Meta Harqaya",2022,6,"Meta_Harqaya__65_NDVI_mean.tif"
"Meta Harqaya",2022,10,"Meta_Harqaya__69_NDVI_mean.tif"
"Meta Harqaya",2022,11,"Meta_Harqaya__70_NDVI_mean.tif"
"Meta Harqaya",2022,12,"Meta_Harqaya__71_NDVI_mean.tif"
"Meta Harqaya",2023,4,"Meta_Harqaya__75_NDVI_mean.tif"
"Meta Harqaya",2023,6,"Meta_Harqaya__77_NDVI_mean.tif"
"Meta Harqaya",2023,10,"Meta_Harqaya__81_NDVI_mean.tif"
"Meta Harqaya",2023,11,"Meta_Harqaya__82_NDVI_mean.tif"
"Meta Harqaya",2023,12,"Meta_Harqaya__83_NDVI_mean.tif"
"Meta Hawi Gudina",2017,4,"Meta_Hawi_Gudina__3_NDVI_mean.tif"
"Meta Hawi Gudina",2017,6,"Meta_Hawi_Gudina__5_NDVI_mean.tif"
"Meta Hawi Gudina",2017,10,"Meta_Hawi_Gudina__9_NDVI_mean.tif"
"Meta Hawi Gudina",2017,11,"Meta_Hawi_Gudina__10_NDVI_mean.tif"
"Meta Hawi Gudina",2017,12,"Meta_Hawi_Gudina__11_NDVI_mean.tif"
"Meta Hawi Gudina",2018,4,"Meta_Hawi_Gudina__15_NDVI_mean.tif"
"Meta Hawi Gudina",2018,6,"Meta_Hawi_Gudina__17_NDVI_mean.tif"
"Meta Hawi Gudina",2018,10,"Meta_Hawi_Gudina__21_NDVI_mean.tif"
"Meta Hawi Gudina",2018,11,"Meta_Hawi_Gudina__22_NDVI_mean.tif"
"Meta Hawi Gudina",2018,12,"Meta_Hawi_Gudina__23_NDVI_mean.tif"
"Meta Hawi Gudina",2019,4,"Meta_Hawi_Gudina__27_NDVI_mean.tif"
"Meta Hawi Gudina",2019,6,"Meta_Hawi_Gudina__29_NDVI_mean.tif"
"Meta Hawi Gudina",2019,10,"Meta_Hawi_Gudina__33_NDVI_mean.tif"
"Meta Hawi Gudina",2019,11,"Meta_Hawi_Gudina__34_NDVI_mean.tif"
"Meta Hawi Gudina",2019,12,"Meta_Hawi_Gudina__35_NDVI_mean.tif"
"Meta Hawi Gudina",2020,4,"Meta_Hawi_Gudina__39_NDVI_mean.tif"
"Meta Hawi Gudina",2020,6,"Meta_Hawi_Gudina__41_NDVI_mean.tif"
"Meta Hawi Gudina",2020,10,"Meta_Hawi_Gudina__45_NDVI_mean.tif"
"Meta Hawi Gudina",2020,11,"Meta_Hawi_Gudina__46_NDVI_mean.tif"
"Meta Hawi Gudina",2020,12,"Meta_Hawi_Gudina__47_NDVI_mean.tif"
"Meta Hawi Gudina",2021,4,"Meta_Hawi_Gudina__51_NDVI_mean.tif"
"Meta Hawi Gudina",2021,6,"Meta_Hawi_Gudina__53_NDVI_mean.tif"
"Meta Hawi Gudina",2021,10,"Meta_Hawi_Gudina__57_NDVI_mean.tif"
"Meta Hawi Gudina",2021,11,"Meta_Hawi_Gudina__58_NDVI_mean.tif"
"Meta Hawi Gudina",2021,12,"Meta_Hawi_Gudina__59_NDVI_mean.tif"
"Meta Hawi Gudina",2022,4,"Meta_Hawi_Gudina__63_NDVI_mean.tif"
"Meta Hawi Gudina",2022,6,"Meta_Hawi_Gudina__65_NDVI_mean.tif"
"Meta Hawi Gudina",2022,10,"Meta_Hawi_Gudina__69_NDVI_mean.tif"
"Meta Hawi Gudina",2022,11,"Meta_Hawi_Gudina__70_NDVI_mean.tif"
"Meta Hawi Gudina",2022,12,"Meta_Hawi_Gudina__71_NDVI_mean.tif"
"Meta Hawi Gudina",2023,4,"Meta_Hawi_Gudina__75_NDVI_mean.tif"
"Meta Hawi Gudina",2023,6,"Meta_Hawi_Gudina__77_NDVI_mean.tif"
"Meta Hawi Gudina",2023,10,"Meta_Hawi_Gudina__81_NDVI_mean.tif"
"Meta Hawi Gudina",2023,11,"Meta_Hawi_Gudina__82_NDVI_mean.tif"
"Meta Hawi Gudina",2023,12,"Meta_Hawi_Gudina__83_NDVI_mean.tif"
"Meta Urfo",2017,4,"Meta_Urfo__3_NDVI_mean.tif"
"Meta Urfo",2017,6,"Meta_Urfo__5_NDVI_mean.tif"
"Meta Urfo",2017,10,"Meta_Urfo__9_NDVI_mean.tif"
"Meta Urfo",2017,11,"Meta_Urfo__10_NDVI_mean.tif"
"Meta Urfo",2017,12,"Meta_Urfo__11_NDVI_mean.tif"
"Meta Urfo",2018,4,"Meta_Urfo__15_NDVI_mean.tif"
"Meta Urfo",2018,6,"Meta_Urfo__17_NDVI_mean.tif"
"Meta Urfo",2018,10,"Meta_Urfo__21_NDVI_mean.tif"
"Meta Urfo",2018,11,"Meta_Urfo__22_NDVI_mean.tif"
"Meta Urfo",2018,12,"Meta_Urfo__23_NDVI_mean.tif"
"Meta Urfo",2019,4,"Meta_Urfo__27_NDVI_mean.tif"
"Meta Urfo",2019,6,"Meta_Urfo__29_NDVI_mean.tif"
"Meta Urfo",2019,10,"Meta_Urfo__33_NDVI_mean.tif"
"Meta Urfo",2019,11,"Meta_Urfo__34_NDVI_mean.tif"
"Meta Urfo",2019,12,"Meta_Urfo__35_NDVI_mean.tif"
"Meta Urfo",2020,4,"Meta_Urfo__39_NDVI_mean.tif"
"Meta Urfo",2020,6,"Meta_Urfo__41_NDVI_mean.tif"
"Meta Urfo",2020,10,"Meta_Urfo__45_NDVI_mean.tif"
"Meta Urfo",2020,11,"Meta_Urfo__46_NDVI_mean.tif"
"Meta Urfo",2020,12,"Meta_Urfo__47_NDVI_mean.tif"
"Meta Urfo",2021,4,"Meta_Urfo__51_NDVI_mean.tif"
"Meta Urfo",2021,6,"Meta_Urfo__53_NDVI_mean.tif"
"Meta Urfo",2021,10,"Meta_Urfo__57_NDVI_mean.tif"
"Meta Urfo",2021,11,"Meta_Urfo__58_NDVI_mean.tif"
"Meta Urfo",2021,12,"Meta_Urfo__59_NDVI_mean.tif"
"Meta Urfo",2022,4,"Meta_Urfo__63_NDVI_mean.tif"
"Meta Urfo",2022,6,"Meta_Urfo__65_NDVI_mean.tif"
"Meta Urfo",2022,10,"Meta_Urfo__69_NDVI_mean.tif"
"Meta Urfo",2022,11,"Meta_Urfo__70_NDVI_mean.tif"
"Meta Urfo",2022,12,"Meta_Urfo__71_NDVI_mean.tif"
"Meta Urfo",2023,4,"Meta_Urfo__75_NDVI_mean.tif"
"Meta Urfo",2023,6,"Meta_Urfo__77_NDVI_mean.tif"
"Meta Urfo",2023,10,"Meta_Urfo__81_NDVI_mean.tif"
"Meta Urfo",2023,11,"Meta_Urfo__82_NDVI_mean.tif"
"Meta Urfo",2023,12,"Meta_Urfo__83_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2017,6,"Midhega_Tola_Gunda_Usman__5_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2017,10,"Midhega_Tola_Gunda_Usman__9_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2017,11,"Midhega_Tola_Gunda_Usman__10_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2017,12,"Midhega_Tola_Gunda_Usman__11_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2018,4,"Midhega_Tola_Gunda_Usman__15_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2018,6,"Midhega_Tola_Gunda_Usman__17_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2018,10,"Midhega_Tola_Gunda_Usman__21_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2018,11,"Midhega_Tola_Gunda_Usman__22_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2018,12,"Midhega_Tola_Gunda_Usman__23_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2019,4,"Midhega_Tola_Gunda_Usman__27_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2019,10,"Midhega_Tola_Gunda_Usman__33_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2019,11,"Midhega_Tola_Gunda_Usman__34_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2019,12,"Midhega_Tola_Gunda_Usman__35_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2020,4,"Midhega_Tola_Gunda_Usman__39_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2020,6,"Midhega_Tola_Gunda_Usman__41_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2020,10,"Midhega_Tola_Gunda_Usman__45_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2020,11,"Midhega_Tola_Gunda_Usman__46_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2020,12,"Midhega_Tola_Gunda_Usman__47_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2021,4,"Midhega_Tola_Gunda_Usman__51_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2021,6,"Midhega_Tola_Gunda_Usman__53_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2021,10,"Midhega_Tola_Gunda_Usman__57_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2021,11,"Midhega_Tola_Gunda_Usman__58_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2021,12,"Midhega_Tola_Gunda_Usman__59_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2022,4,"Midhega_Tola_Gunda_Usman__63_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2022,6,"Midhega_Tola_Gunda_Usman__65_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2022,10,"Midhega_Tola_Gunda_Usman__69_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2022,11,"Midhega_Tola_Gunda_Usman__70_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2022,12,"Midhega_Tola_Gunda_Usman__71_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2023,6,"Midhega_Tola_Gunda_Usman__77_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2023,10,"Midhega_Tola_Gunda_Usman__81_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2023,11,"Midhega_Tola_Gunda_Usman__82_NDVI_mean.tif"
"Midhega Tola Gunda Usman",2023,12,"Midhega_Tola_Gunda_Usman__83_NDVI_mean.tif"
"Midhega Tola Ija Dika",2017,6,"Midhega_Tola_Ija_Dika__5_NDVI_mean.tif"
"Midhega Tola Ija Dika",2017,10,"Midhega_Tola_Ija_Dika__9_NDVI_mean.tif"
"Midhega Tola Ija Dika",2017,11,"Midhega_Tola_Ija_Dika__10_NDVI_mean.tif"
"Midhega Tola Ija Dika",2017,12,"Midhega_Tola_Ija_Dika__11_NDVI_mean.tif"
"Midhega Tola Ija Dika",2018,4,"Midhega_Tola_Ija_Dika__15_NDVI_mean.tif"
"Midhega Tola Ija Dika",2018,6,"Midhega_Tola_Ija_Dika__17_NDVI_mean.tif"
"Midhega Tola Ija Dika",2018,10,"Midhega_Tola_Ija_Dika__21_NDVI_mean.tif"
"Midhega Tola Ija Dika",2018,11,"Midhega_Tola_Ija_Dika__22_NDVI_mean.tif"
"Midhega Tola Ija Dika",2018,12,"Midhega_Tola_Ija_Dika__23_NDVI_mean.tif"
"Midhega Tola Ija Dika",2019,4,"Midhega_Tola_Ija_Dika__27_NDVI_mean.tif"
"Midhega Tola Ija Dika",2019,10,"Midhega_Tola_Ija_Dika__33_NDVI_mean.tif"
"Midhega Tola Ija Dika",2019,11,"Midhega_Tola_Ija_Dika__34_NDVI_mean.tif"
"Midhega Tola Ija Dika",2019,12,"Midhega_Tola_Ija_Dika__35_NDVI_mean.tif"
"Midhega Tola Ija Dika",2020,4,"Midhega_Tola_Ija_Dika__39_NDVI_mean.tif"
"Midhega Tola Ija Dika",2020,6,"Midhega_Tola_Ija_Dika__41_NDVI_mean.tif"
"Midhega Tola Ija Dika",2020,10,"Midhega_Tola_Ija_Dika__45_NDVI_mean.tif"
"Midhega Tola Ija Dika",2020,11,"Midhega_Tola_Ija_Dika__46_NDVI_mean.tif"
"Midhega Tola Ija Dika",2020,12,"Midhega_Tola_Ija_Dika__47_NDVI_mean.tif"
"Midhega Tola Ija Dika",2021,4,"Midhega_Tola_Ija_Dika__51_NDVI_mean.tif"
"Midhega Tola Ija Dika",2021,6,"Midhega_Tola_Ija_Dika__53_NDVI_mean.tif"
"Midhega Tola Ija Dika",2021,10,"Midhega_Tola_Ija_Dika__57_NDVI_mean.tif"
"Midhega Tola Ija Dika",2021,11,"Midhega_Tola_Ija_Dika__58_NDVI_mean.tif"
"Midhega Tola Ija Dika",2021,12,"Midhega_Tola_Ija_Dika__59_NDVI_mean.tif"
"Midhega Tola Ija Dika",2022,4,"Midhega_Tola_Ija_Dika__63_NDVI_mean.tif"
"Midhega Tola Ija Dika",2022,6,"Midhega_Tola_Ija_Dika__65_NDVI_mean.tif"
"Midhega Tola Ija Dika",2022,10,"Midhega_Tola_Ija_Dika__69_NDVI_mean.tif"
"Midhega Tola Ija Dika",2022,11,"Midhega_Tola_Ija_Dika__70_NDVI_mean.tif"
"Midhega Tola Ija Dika",2022,12,"Midhega_Tola_Ija_Dika__71_NDVI_mean.tif"
"Midhega Tola Ija Dika",2023,6,"Midhega_Tola_Ija_Dika__77_NDVI_mean.tif"
"Midhega Tola Ija Dika",2023,10,"Midhega_Tola_Ija_Dika__81_NDVI_mean.tif"
"Midhega Tola Ija Dika",2023,11,"Midhega_Tola_Ija_Dika__82_NDVI_mean.tif"
